OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
31014421,499515,97,2013/04/15 04:00:00+00,,routine
31014422,494855,97,2013/04/16 04:00:00+00,,routine
31014423,F4E9A734-EE75-9A99-3840BC2E1FCD787D,97,2013/04/16 04:00:00+00,,routine
31014424,499641,97,2013/04/16 04:00:00+00,,routine
31014425,CC6A29AB-C201-ECE4-9AF5B2BD1EA04B09,97,2013/04/16 04:00:00+00,,routine
31014426,500517,97,2013/04/17 04:00:00+00,,routine
31014427,500727,97,2013/04/18 04:00:00+00,,routine
31014428,A3E9A8EE-140B-DA13-2412162733640787,97,2013/04/18 04:00:00+00,,routine
31014429,C087797D-DA81-F57A-C31EF3D8B21BF950,97,2013/04/18 04:00:00+00,,routine
31014430,B68BC57E-3048-94EE-98993BA5E64D02FC,97,2013/04/19 04:00:00+00,,routine
31014431,AD263D62-CEEA-3AD1-2314B45C01B1A8CA,97,2013/04/19 04:00:00+00,,routine
31014432,495603,97,2013/04/22 04:00:00+00,,routine
31014433,501018,97,2013/04/22 04:00:00+00,,routine
31014434,B85C2CAD-A315-82FC-C44B3535BD0A2BEF,97,2013/04/22 04:00:00+00,,routine
31014435,145C7578-103F-1307-94689E421D1F11D1,97,2013/04/22 04:00:00+00,,routine
31014436,496936,97,2013/09/17 04:00:00+00,,routine
31014437,500590,96.5,2013/01/30 05:00:00+00,,routine
31014438,495532,96.5,2013/01/31 05:00:00+00,,routine
31014439,17C47290-E28E-E60D-1F80180618D2777F,96.5,2013/01/31 05:00:00+00,,routine
31014440,498747,96.5,2013/02/01 05:00:00+00,,routine
31014441,499891,96.5,2013/02/04 05:00:00+00,,routine
31014442,1071EE5E-1226-9DA3-B05A180D943822C3,96.5,2013/02/05 05:00:00+00,,routine
31014443,497983,96.5,2013/02/05 05:00:00+00,,routine
31014444,50881C3E-D48E-1CC8-B4D8C2931C173486,96.5,2013/02/06 05:00:00+00,,routine
31014445,6EA3E3E6-3048-94EE-98445AF2BC3E8080,96.5,2013/02/07 05:00:00+00,,routine
31014446,501649,96.5,2013/02/07 05:00:00+00,,routine
31014447,92036E1F-1422-201B-19326C79FCD7E517,96.5,2013/02/11 05:00:00+00,,routine
31014448,493925,96.5,2013/02/12 05:00:00+00,,routine
31014449,08FB1466-DF49-AD63-9BAD02404B09A9C0,96.5,2013/02/14 05:00:00+00,,routine
31014450,496299,96.5,2013/02/14 05:00:00+00,,routine
31014451,106E3C03-EFF1-EF8E-D1429DE4181BAB2F,96.5,2013/02/14 05:00:00+00,,routine
31014452,497796,96.5,2013/02/15 05:00:00+00,,routine
31014453,500227,96.5,2013/02/15 05:00:00+00,,routine
31014454,495007,96.5,2013/02/19 05:00:00+00,,routine
31014455,EF6B6CEC-C5EA-81EF-6DD57E7D4F8CED70,96.5,2013/02/20 05:00:00+00,,routine
31014456,500827,96.5,2013/02/20 05:00:00+00,,routine
31014457,56EF6E21-A205-6BC0-9A90C2F2221A4F3E,96.5,2013/02/21 05:00:00+00,,routine
31014458,5F662988-8443-9B43-4DB6136A117BD84F,96.5,2013/02/21 05:00:00+00,,routine
31014459,56A38CA8-8F7A-11A4-9AA611AE348C7EB2,96.5,2013/02/25 05:00:00+00,,routine
31014460,2ADB1AB6-3048-9838-FC48473CE7E555F1,96.5,2013/02/28 05:00:00+00,,routine
31014461,9F43DFA3-3048-94EE-98689E98E9D7A293,96.5,2013/03/01 05:00:00+00,,routine
31014462,DF7282C6-1422-201B-19047B248CD58440,96.5,2013/03/04 05:00:00+00,,routine
31014463,6A6BC041-D6C9-F317-A8050B77A9C9BA6E,96.5,2013/03/07 05:00:00+00,,routine
31014464,E29F6688-B82C-3D9C-B281412DE001E5EB,95.5,2013/10/03 04:00:00+00,,routine
31014465,079E6726-EAF9-7770-92537BA708A7D696,95.5,2013/10/04 04:00:00+00,,routine
31014466,58BEA4B8-CDCC-1561-72871128F282DD4F,95.5,2013/10/07 04:00:00+00,,routine
31014467,148CB5A0-8AAE-CB73-BE4088169D28E07A,95.5,2013/10/10 04:00:00+00,,routine
31014468,495573,95.5,2013/10/10 04:00:00+00,,routine
31014469,499685,95.5,2013/10/11 04:00:00+00,,routine
31014470,503825,95.5,2013/10/11 04:00:00+00,,routine
31014471,502017,95.5,2013/10/14 04:00:00+00,,routine
31014472,501070,95.5,2013/10/15 04:00:00+00,,routine
31014473,499757,95.5,2013/10/17 04:00:00+00,,routine
31014474,500612,95.5,2013/10/17 04:00:00+00,,routine
31014475,501496,95.5,2013/10/23 04:00:00+00,,routine
31014476,59A1F717-F66F-4C98-15299D2C5E1C7D2B,95.5,2013/10/23 04:00:00+00,,routine
31014477,501896,95.5,2013/10/24 04:00:00+00,,routine
31014478,93825A02-B920-9B17-7B49861BCA4D8E9A,95.5,2013/10/28 04:00:00+00,,routine
31014479,500727,95.5,2013/10/29 04:00:00+00,,routine
31014480,493872,95.5,2013/10/29 04:00:00+00,,routine
31014481,501041,95.5,2013/10/30 04:00:00+00,,routine
31014482,5DB14464-13D8-122B-E91B13280887EA67,95.5,2013/10/30 04:00:00+00,,routine
31014483,AB8ACA1C-E9D4-6A89-5115F5B931527DD2,95.5,2013/10/31 04:00:00+00,,routine
31014484,F0AB8739-ABE1-7F98-48FEAEF2E0DF9D67,96,2013/01/11 05:00:00+00,,routine
31014485,528014,96,2013/01/14 05:00:00+00,,routine
31014486,501544,96,2013/01/14 05:00:00+00,,routine
31014487,6360B584-1422-201B-19271A4E441BE707,96,2013/01/18 05:00:00+00,,routine
31014488,201ED96C-A040-DAA7-242024F2925075B5,96,2013/01/22 05:00:00+00,,routine
31014489,2C672EEC-1422-201B-196AFB77499FF680,96,2013/01/22 05:00:00+00,,routine
31014490,1D70093E-3048-983B-26592CA164983820,96,2013/01/24 05:00:00+00,,routine
31014491,497709,96,2013/01/24 05:00:00+00,,routine
31014492,9F3C3070-3048-94EE-98DAF31665C590B2,96,2013/01/24 05:00:00+00,,routine
31014493,501571,96,2013/01/29 05:00:00+00,,routine
31014494,8B63A56F-139E-6E52-AF8FE56443FF54D2,96,2013/01/29 05:00:00+00,,routine
31014495,A96B9E66-3048-98E5-1AEEFB37C98C2DCD,96,2013/01/29 05:00:00+00,,routine
31014496,64DAA6C3-3048-9838-FCE20875FE1B5A8A,96,2013/02/01 05:00:00+00,,routine
31014497,6B92E5F3-DB5D-EDE2-3765C8FC64F844CE,96,2013/02/01 05:00:00+00,,routine
31014498,1503B55F-13D6-9AF4-69B61332546E123C,96,2013/02/05 05:00:00+00,,routine
31014499,527613,96,2013/02/06 05:00:00+00,,routine
31014500,499527,96,2013/02/12 05:00:00+00,,routine
31014501,3B7059B2-9EC2-DF5B-7834A1C6E90AAA46,96,2013/02/13 05:00:00+00,,routine
31014502,74542D46-1691-F837-5ECB11CAB6707572,96,2013/02/15 05:00:00+00,,routine
31014503,499543,96,2013/02/19 05:00:00+00,,routine
31014504,D3168751-DFF8-F709-0996B96E865CBC0C,96,2013/02/20 05:00:00+00,,routine
31014505,499876,96,2013/02/20 05:00:00+00,,routine
31014506,496656,96,2013/02/21 05:00:00+00,,routine
31014507,497560,96,2013/02/22 05:00:00+00,,routine
31014508,33527883-9431-E6F2-71239397EA0A5EF7,96.5,2012/09/07 04:00:00+00,,routine
31014509,498386,96.5,2012/09/07 04:00:00+00,,routine
31014510,496647,96.5,2012/09/11 04:00:00+00,,routine
31014511,500830,96.5,2012/09/12 04:00:00+00,,routine
31014512,495040,96,2012/10/23 04:00:00+00,,routine
31014513,501438,96,2012/10/24 04:00:00+00,,routine
31014514,527106,96,2012/10/24 04:00:00+00,,routine
31014515,500641,96,2012/10/29 04:00:00+00,,routine
31014516,496190,96,2012/10/30 04:00:00+00,,routine
31014517,499519,96,2012/10/31 04:00:00+00,,routine
31014518,495439,96,2012/11/01 04:00:00+00,,routine
31014519,495603,96,2012/11/02 04:00:00+00,,routine
31014520,C15FA015-F818-2BAF-B269FEE12798552E,96,2012/11/02 04:00:00+00,,routine
31014521,D78C9EC1-3048-9838-FC73266452DB8378,96,2012/11/02 04:00:00+00,,routine
31014522,010EBE88-D265-AB66-7F9392ED1ABEA2FC,96,2012/11/06 05:00:00+00,,routine
31014523,C355B226-3048-9838-FC8911FA35AB6DA2,96,2012/11/06 05:00:00+00,,routine
31014524,1767649D-161F-AF86-9DBE118623AB0ADA,96,2012/11/07 05:00:00+00,,routine
31014525,495125,96,2012/11/08 05:00:00+00,,routine
31014526,501272,96,2012/11/08 05:00:00+00,,routine
31014527,0955966E-B707-AD2C-284027D6708858FD,96,2012/11/08 05:00:00+00,,routine
31014528,496879,96,2012/11/09 05:00:00+00,,routine
31014529,497945,96,2012/11/09 05:00:00+00,,routine
31014530,495615,96,2012/11/13 05:00:00+00,,routine
31014531,527499,96,2012/11/13 05:00:00+00,,routine
31014532,504149,96,2012/11/13 05:00:00+00,,routine
31014533,499563,96,2012/11/16 05:00:00+00,,routine
31014534,1F101B33-3048-98E1-5C38A7D1D48707E9,96,2012/11/19 05:00:00+00,,routine
31014535,501041,96.5,2013/05/01 04:00:00+00,,routine
31014536,AF09ADBD-EE29-1343-F323E9EF122E04EE,96.5,2013/05/03 04:00:00+00,,routine
31014537,B1481F66-CC98-F710-9A80460E87FB8FFA,96.5,2013/05/03 04:00:00+00,,routine
31014538,6B31C364-E2EB-E795-1271A3B9C5B8072E,96.5,2013/05/03 04:00:00+00,,routine
31014539,1571CCDA-CB8C-AB12-DEC2D72C2DC76751,96.5,2013/05/06 04:00:00+00,,routine
31014540,500401,96.5,2013/05/07 04:00:00+00,,routine
31014541,527213,96.5,2013/05/09 04:00:00+00,,routine
31014542,4E06C818-3048-98E5-1A9F70BF49E2720A,96.5,2013/05/10 04:00:00+00,,routine
31014543,6A80F76C-866A-AC01-E3589A05304736A5,96.5,2013/05/15 04:00:00+00,,routine
31014544,144BBB6A-1098-124F-E31114C42F37FFB8,96.5,2013/05/17 04:00:00+00,,routine
31014545,499704,96.5,2013/05/17 04:00:00+00,,routine
31014546,498288,96.5,2013/05/22 04:00:00+00,,routine
31014547,501141,96.5,2013/05/22 04:00:00+00,,routine
31014548,495573,96.5,2013/05/23 04:00:00+00,,routine
31014549,1351D77D-1355-BFB3-400E6556F53D09DB,96.5,2013/05/29 04:00:00+00,,routine
31014550,500673,96.5,2013/05/30 04:00:00+00,,routine
31014551,501070,96.5,2013/06/04 04:00:00+00,,routine
31014552,496135,96.5,2013/06/04 04:00:00+00,,routine
31014553,501778,97,2013/05/17 04:00:00+00,,routine
31014554,76CE520D-D5FA-4B89-25AC22F673520851,97,2013/05/21 04:00:00+00,,routine
31014555,527613,97,2013/05/21 04:00:00+00,,routine
31014556,DAA705F6-0C53-0CEA-DBC5F33D3CD19FC8,97,2013/05/22 04:00:00+00,,routine
31014557,2219AACA-E6BF-1B50-250786649C1538A3,97,2013/05/23 04:00:00+00,,routine
31014558,501619,97,2013/05/23 04:00:00+00,,routine
31014559,3B7059B2-9EC2-DF5B-7834A1C6E90AAA46,97,2013/05/23 04:00:00+00,,routine
31014560,497978,97,2013/05/29 04:00:00+00,,routine
31014561,D78C9EC1-3048-9838-FC73266452DB8378,97,2013/05/30 04:00:00+00,,routine
31014562,B1F15F42-DEF3-DAAE-1F616B152CE6D7C0,97,2013/05/30 04:00:00+00,,routine
31014563,F9A9E07D-1422-201B-19728BB9FE445BD9,97,2013/05/31 04:00:00+00,,routine
31014564,64288803-C78C-E82B-092815F3F69D401A,97,2013/05/31 04:00:00+00,,routine
31014565,7E1A2DC4-1422-201B-1985D4137B96BC6C,97,2013/06/03 04:00:00+00,,routine
31014566,495278,97,2013/06/04 04:00:00+00,,routine
31014567,500627,97,2013/06/04 04:00:00+00,,routine
31014568,6A86228C-E097-4D52-28CA2B56BFB4E5DA,97,2013/06/04 04:00:00+00,,routine
31014569,0D17A191-EA58-02A6-1C12593EEF72A0B7,97,2013/06/06 04:00:00+00,,routine
31014570,777AAECB-A9EF-B557-3E47BE92C668FEC7,97,2013/06/06 04:00:00+00,,routine
31014571,4A3C65C2-F2CB-E5DD-B8FED42ADB69AF9D,97,2013/06/06 04:00:00+00,,routine
31014572,526552,97,2013/06/07 04:00:00+00,,routine
31014573,497067,97,2013/06/10 04:00:00+00,,routine
31014574,501776,97,2013/06/11 04:00:00+00,,routine
31014575,7EEBECD0-9C42-62D9-80D07EB7CCA42AC7,97,2013/06/12 04:00:00+00,,routine
31014576,BE140A5A-D5B1-68CD-E074B733DC8AA28A,97,2013/06/12 04:00:00+00,,routine
31014577,10E3B019-E45C-6A2B-B7A3DB9F3521FDF5,96.5,2013/06/28 04:00:00+00,,routine
31014578,AA6DDAA7-3048-9838-FCB414ED65A7A809,96.5,2013/06/28 04:00:00+00,,routine
31014579,B0B9FD93-B162-1279-80AF18A1663A2424,96.5,2013/06/28 04:00:00+00,,routine
31014580,33527883-9431-E6F2-71239397EA0A5EF7,96.5,2013/07/02 04:00:00+00,,routine
31014581,500946,96.5,2013/07/02 04:00:00+00,,routine
31014582,496311,96.5,2013/07/08 04:00:00+00,,routine
31014583,C009BEE0-A31E-63AD-AFF3F0FFBDDB31C4,96.5,2013/07/09 04:00:00+00,,routine
31014584,494820,96.5,2013/07/10 04:00:00+00,,routine
31014585,573D06D4-A7C0-FB9E-F715415218852B76,96.5,2013/07/11 04:00:00+00,,routine
31014586,498404,96.5,2013/07/12 04:00:00+00,,routine
31014587,500897,96.5,2013/07/12 04:00:00+00,,routine
31014588,493925,96.5,2013/07/15 04:00:00+00,,routine
31014589,495069,96.5,2013/07/15 04:00:00+00,,routine
31014590,CC70493B-F5AC-085B-05E40A73D5E6EC67,96.5,2013/07/15 04:00:00+00,,routine
31014591,E5640492-10B3-8BC7-ABCB103226CABA6A,96.5,2013/07/15 04:00:00+00,,routine
31014592,494954,96.5,2013/07/16 04:00:00+00,,routine
31014593,9511CCF6-F9CE-23E5-5A30891AF1AB8481,96.5,2013/07/17 04:00:00+00,,routine
31014594,501369,96.5,2013/07/17 04:00:00+00,,routine
31014595,503953,96.5,2013/07/18 04:00:00+00,,routine
31014596,501038,96.5,2013/07/19 04:00:00+00,,routine
31014597,501914,97,2013/01/15 05:00:00+00,,routine
31014598,A4E63A23-1422-201B-19F2536E72F248C0,97,2013/01/15 05:00:00+00,,routine
31014599,BAD678A1-1422-201B-19AF888E3937E279,97,2013/01/15 05:00:00+00,,routine
31014600,496845,96,2013/03/06 05:00:00+00,,routine
31014601,500781,96,2013/03/07 05:00:00+00,,routine
31014602,527421,96,2013/03/07 05:00:00+00,,routine
31014603,D0F7B380-0691-E233-062EF55878C492AF,96,2013/03/08 05:00:00+00,,routine
31014604,7D495432-568C-AA5A-30FD11C25788A74F,96,2013/03/08 05:00:00+00,,routine
31014605,84A0BA1C-1422-201B-194B241A91592F21,96,2013/03/09 05:00:00+00,,routine
31014606,496446,96,2013/03/11 04:00:00+00,,routine
31014607,D78C9EC1-3048-9838-FC73266452DB8378,96,2013/03/11 04:00:00+00,,routine
31014608,495472,96,2013/03/11 04:00:00+00,,routine
31014609,6BBA534D-E5B9-AE56-1EB6C5F5F03A321B,96,2013/03/13 04:00:00+00,,routine
31014610,500897,96,2013/03/14 04:00:00+00,,routine
31014611,15FBE2EE-14D0-10A7-BAF21160DAD1D102,96,2013/03/15 04:00:00+00,,routine
31014612,C0B32A45-E19A-40F3-90D44780A841F267,96,2013/03/15 04:00:00+00,,routine
31014613,526552,96,2013/03/18 04:00:00+00,,routine
31014614,AA1C4089-1585-12C5-0D3A73F1752C0A67,96,2013/03/18 04:00:00+00,,routine
31014615,496190,96,2013/03/18 04:00:00+00,,routine
31014616,D465AE6F-D5C1-B732-EF07F0FBE88F1806,96,2013/03/19 04:00:00+00,,routine
31014617,A6635710-B6D4-24AB-FBC60C957446178C,96,2013/03/19 04:00:00+00,,routine
31014618,499801,96,2013/03/21 04:00:00+00,,routine
31014619,BCEA382D-0A8E-E33B-E04888E9758A9BBD,95,2013/05/13 04:00:00+00,,routine
31014620,34610CE2-9C2B-4658-6E010C4BE8D71225,95,2013/05/17 04:00:00+00,,routine
31014621,155F3C7A-7D26-5310-B208FB954BE96976,95,2013/05/20 04:00:00+00,,routine
31014622,500553,95,2013/05/20 04:00:00+00,,routine
31014623,9F68B125-3048-94EE-9857BF4A926C03D8,95,2013/05/23 04:00:00+00,,routine
31014624,501818,95,2013/05/23 04:00:00+00,,routine
31014625,1853491A-187D-1482-A40616E28D88F9E3,95,2013/05/23 04:00:00+00,,routine
31014626,496787,95,2013/05/28 04:00:00+00,,routine
31014627,503759,95,2013/06/04 04:00:00+00,,routine
31014628,500696,95,2013/06/05 04:00:00+00,,routine
31014629,DE85E2A9-1422-201B-19B840FA7FCC8C11,95,2013/06/05 04:00:00+00,,routine
31014630,494765,95,2013/06/07 04:00:00+00,,routine
31014631,496662,95,2013/06/10 04:00:00+00,,routine
31014632,5076D3EE-9F82-4369-0573AC887EAA0B01,95,2013/06/10 04:00:00+00,,routine
31014633,9103E6CB-10BF-14FA-4C45BBD5AAF913B0,95,2013/06/11 04:00:00+00,,routine
31014634,498965,95,2013/06/12 04:00:00+00,,routine
31014635,0C5157D2-CADC-8E92-01BEB1637A2B053F,95,2013/06/12 04:00:00+00,,routine
31014636,9F3C3070-3048-94EE-98DAF31665C590B2,95,2013/06/14 04:00:00+00,,routine
31014637,496560,95,2013/06/17 04:00:00+00,,routine
31014638,498818,95,2013/06/18 04:00:00+00,,routine
31014639,495615,95,2013/06/19 04:00:00+00,,routine
31014640,496593,95,2013/06/19 04:00:00+00,,routine
31014641,A420E689-90FE-A999-D942B066DF4D6C46,95,2013/06/20 04:00:00+00,,routine
31014642,1376F467-5F3B-FDED-BEF8FD05579810FD,95,2013/06/20 04:00:00+00,,routine
31014643,497919,95,2013/06/24 04:00:00+00,,routine
31014644,501732,95,2013/06/25 04:00:00+00,,routine
31014645,504232,95,2013/06/26 04:00:00+00,,routine
31014646,539BAC66-AADA-7DBA-2CBA814411ABF648,98,2013/08/01 04:00:00+00,,routine
31014647,54C12624-9A29-698F-28636E6E0F4F9B45,99,2013/01/15 05:00:00+00,,routine
31014648,54C12624-9A29-698F-28636E6E0F4F9B45,98.5,2013/10/31 04:00:00+00,,routine
31014649,550D57F5-BE89-D78A-40A5A6F8D04AB4DD,98.5,2013/10/21 04:00:00+00,,routine
31014650,559EB0CA-1422-201B-194148E8D80DE74B,98,2013/10/18 04:00:00+00,,routine
31014651,568DB08D-149A-11B7-94CF123B39527CC7,98,2013/03/22 04:00:00+00,,routine
31014652,568DB08D-149A-11B7-94CF123B39527CC7,98,2013/12/17 05:00:00+00,,routine
31014653,568DB08D-149A-11B7-94CF123B39527CC7,99,2012/09/25 04:00:00+00,,routine
31014654,581C68B0-C10E-B324-2E1BC857D5B20CE5,98.5,2013/12/11 05:00:00+00,,routine
31014655,59BA0DD0-1012-EA3F-7FCA1116B9CC8B99,98.5,2012/11/26 05:00:00+00,,routine
31014656,59BA0DD0-1012-EA3F-7FCA1116B9CC8B99,99.5,2013/05/31 04:00:00+00,,routine
31014657,5C6EA3B7-D89F-1828-BADCB0A3BAD53D5A,99.5,2012/11/13 05:00:00+00,,routine
31014658,5C9D1CC0-D5ED-29B0-371E750A3DFE3AC3,99.5,2013/05/24 04:00:00+00,,routine
31014659,5C9D1CC0-D5ED-29B0-371E750A3DFE3AC3,98.5,2013/11/20 05:00:00+00,,routine
31014660,5C9D1CC0-D5ED-29B0-371E750A3DFE3AC3,99.5,2013/02/25 05:00:00+00,,routine
31014661,5CF21C83-F43A-3004-FAD7942113140BFF,98,2013/01/24 05:00:00+00,,routine
31014662,5DB14464-13D8-122B-E91B13280887EA67,99,2013/03/05 05:00:00+00,,routine
31014663,61026ED4-FEA5-DB3B-74B3B4AF0ADCD9A2,99,2013/01/18 05:00:00+00,,routine
31014664,61233C30-94C0-28F8-B49B58460C1E68E0,98,2013/05/20 04:00:00+00,,routine
31014665,624B4172-1422-201B-197EB98F3ED80136,97.5,2013/11/08 05:00:00+00,,routine
31014666,503825,96,2013/04/15 04:00:00+00,,routine
31014667,500899,96,2013/04/15 04:00:00+00,,routine
31014668,498329,96,2013/04/15 04:00:00+00,,routine
31014669,A3369CD8-3048-98E5-1AB6A39914ACC073,96,2013/04/16 04:00:00+00,,routine
31014670,88ECECB8-B85B-8C0A-8ECD3705DD47FD62,96,2013/04/16 04:00:00+00,,routine
31014671,DA1CA082-FD8F-7050-19F392C5BAE5BCBC,96,2013/04/17 04:00:00+00,,routine
31014672,C8E4449C-1422-201B-190904C681FC8593,96,2013/04/17 04:00:00+00,,routine
31014673,D9D17525-3048-94EE-9849DBAE69720953,96,2013/04/22 04:00:00+00,,routine
31014674,0F4A8769-E8E3-7D8E-4F40C8675263904D,96,2013/04/23 04:00:00+00,,routine
31014675,693EC234-8C06-B26F-3BE1149B0B8EFC97,96,2013/04/24 04:00:00+00,,routine
31014676,25C431C6-FE7A-0316-A5AE2742D2AE500C,96,2013/04/24 04:00:00+00,,routine
31014677,BCF1552B-D387-424F-58793DC42678B662,96,2013/04/24 04:00:00+00,,routine
31014678,501100,96,2013/04/29 04:00:00+00,,routine
31014679,496846,96,2013/04/29 04:00:00+00,,routine
31014680,EC453C6B-F30E-132C-7BD369D14CBB358E,96,2013/04/30 04:00:00+00,,routine
31014681,497853,96.5,2013/03/11 04:00:00+00,,routine
31014682,A2A71A79-3048-98E5-1AFD6D8954D63252,96.5,2013/03/11 04:00:00+00,,routine
31014683,501397,96.5,2013/03/14 04:00:00+00,,routine
31014684,4A345620-3048-94EE-983DB6D534A04D49,95,2014/02/19 05:00:00+00,,routine
31014685,508829,95,2014/02/20 05:00:00+00,,routine
31014686,519497,95,2014/02/20 05:00:00+00,,routine
31014687,8D71C1CC-C592-2A12-C5337491D090F761,95,2014/02/20 05:00:00+00,,routine
31014688,500848,95,2014/02/20 05:00:00+00,,routine
31014689,E94A4585-C067-E085-076BBF369451C2C8,95,2014/02/21 05:00:00+00,,routine
31014690,97318E6D-98F9-F9D2-51489C68839EB06D,95,2014/02/21 05:00:00+00,,routine
31014691,500915,95,2014/02/24 05:00:00+00,,routine
31014692,E31FAC93-D72A-B3A5-E3D9B5471D0CC605,95,2014/02/24 05:00:00+00,,routine
31014693,98DA6FA5-B975-C2BB-4A9073EDF8BB0F94,95,2014/02/25 05:00:00+00,,routine
31014694,1853491A-187D-1482-A40616E28D88F9E3,95,2014/02/27 05:00:00+00,,routine
31014695,501801,95,2014/02/27 05:00:00+00,,routine
31014696,55DBD231-D9A0-5523-D85B0ED36BE709AF,95,2014/02/27 05:00:00+00,,routine
31014697,499874,95.5,2012/09/12 04:00:00+00,,routine
31014698,501593,95.5,2012/09/12 04:00:00+00,,routine
31014699,500543,95.5,2012/09/14 04:00:00+00,,routine
31014700,28FC0E9B-BB87-FE44-52FFC635A4FC8A1C,95.5,2012/09/18 04:00:00+00,,routine
31014701,498116,95.5,2012/09/18 04:00:00+00,,routine
31014702,495506,95.5,2012/09/21 04:00:00+00,,routine
31014703,9F0CBEEB-3048-94EE-987D1FD98A0850BA,95.5,2012/09/21 04:00:00+00,,routine
31014704,500148,95.5,2012/09/24 04:00:00+00,,routine
31014705,B2D84194-E375-84CE-2900B754AB4777C5,95.5,2012/09/25 04:00:00+00,,routine
31014706,501700,95.5,2012/09/26 04:00:00+00,,routine
31014707,526557,95.5,2012/09/26 04:00:00+00,,routine
31014708,500579,95.5,2012/09/26 04:00:00+00,,routine
31014709,0FECEB45-B2AE-76E8-77671B9858BA5FD6,95.5,2014/02/17 05:00:00+00,,routine
31014710,0D86CC38-90AB-504B-CFE662D40469FA11,95.5,2014/02/18 05:00:00+00,,routine
31014711,856A1C0F-C0A3-1092-4834EDD750D86AA6,95.5,2014/02/19 05:00:00+00,,routine
31014712,75863503-14C7-1096-2DA879152594CC6E,96.5,2013/03/14 04:00:00+00,,routine
31014713,497696,96.5,2013/03/15 04:00:00+00,,routine
31014714,496705,96.5,2013/03/15 04:00:00+00,,routine
31014715,499855,96.5,2013/03/20 04:00:00+00,,routine
31014716,16570520-F839-D5EB-5563BCD25769E0C0,96.5,2013/03/20 04:00:00+00,,routine
31014717,04DDFEB1-D595-D3B0-5236A77C1D38FC6E,96.5,2013/03/20 04:00:00+00,,routine
31014718,498724,96.5,2013/03/21 04:00:00+00,,routine
31014719,34EEE6A2-1422-201B-196347DA3958584C,96.5,2013/03/22 04:00:00+00,,routine
31014720,144BBB6A-1098-124F-E31114C42F37FFB8,96.5,2013/03/25 04:00:00+00,,routine
31014721,498838,96.5,2013/03/28 04:00:00+00,,routine
31014722,501573,96.5,2013/04/01 04:00:00+00,,routine
31014723,493871,96.5,2013/04/09 04:00:00+00,,routine
31014724,495585,96.5,2013/04/09 04:00:00+00,,routine
31014725,4A446FB0-C556-A9B2-7FAD6972913FE7F6,96.5,2013/04/09 04:00:00+00,,routine
31014726,497076,96.5,2013/04/10 04:00:00+00,,routine
31014727,AD8A0054-A2BF-488C-46C8A63BEE780E44,96.5,2013/04/10 04:00:00+00,,routine
31014728,99CB99EA-F3D4-6CDC-DCC9982F2125DCCC,96.5,2013/04/12 04:00:00+00,,routine
31014729,498234,96.5,2013/04/12 04:00:00+00,,routine
31014730,81F7A1A1-BA07-6A25-89B77578F8EEA69F,96.5,2013/04/12 04:00:00+00,,routine
31014731,D2E1F968-E758-FAC4-D5BF45DA87D9DC52,97,2013/06/13 04:00:00+00,,routine
31014732,014B14FD-B51C-8ADB-46806034E1BB70BB,97,2013/06/13 04:00:00+00,,routine
31014733,419B9495-3048-98E7-04B94981720F4DCA,95.5,2012/10/25 04:00:00+00,,routine
31014734,5697F330-6569-E518-A645E9D259884E2D,95.5,2012/10/25 04:00:00+00,,routine
31014735,6F3900F9-DDC8-2A3A-044F9B42A76D0B61,95.5,2012/10/30 04:00:00+00,,routine
31014736,496027,95.5,2012/11/01 04:00:00+00,,routine
31014737,500535,95.5,2012/11/02 04:00:00+00,,routine
31014738,7B27C68C-CECA-0922-3F7620ABAAFBE2B1,95.5,2012/11/05 05:00:00+00,,routine
31014739,502107,95.5,2012/11/14 05:00:00+00,,routine
31014740,499079,95.5,2012/11/19 05:00:00+00,,routine
31014741,499757,95.5,2012/11/20 05:00:00+00,,routine
31014742,1492B259-95E8-1E13-D9337D6CFF34879F,95.5,2012/11/26 05:00:00+00,,routine
31014743,39DC5D6B-A359-F2DE-24FF026BABC24ACF,95.5,2012/11/26 05:00:00+00,,routine
31014744,498009,95.5,2012/11/28 05:00:00+00,,routine
31014745,502091,95.5,2012/11/28 05:00:00+00,,routine
31014746,527253,95.5,2012/11/30 05:00:00+00,,routine
31014747,6142B34C-52BA-AC97-C3138582CBAA6E0F,95.5,2012/12/03 05:00:00+00,,routine
31014748,6C9DD38F-3048-9838-6005E058277CB6D9,95.5,2012/12/03 05:00:00+00,,routine
31014749,AD2AAA60-AD36-5BA1-CFAB85CCFC0AAFE9,95.5,2012/12/04 05:00:00+00,,routine
31014750,DBAFC130-D898-CE0A-3FA105D10DFC7643,95.5,2012/12/05 05:00:00+00,,routine
31014751,EF9E158F-E71D-523D-6634D299D2AA2DA0,95.5,2012/12/05 05:00:00+00,,routine
31014752,4A345620-3048-94EE-983DB6D534A04D49,95.5,2012/12/05 05:00:00+00,,routine
31014753,498944,95.5,2012/12/06 05:00:00+00,,routine
31014754,499702,95.5,2012/12/06 05:00:00+00,,routine
31014755,496841,95.5,2012/12/07 05:00:00+00,,routine
31014756,9369A055-CBCF-1942-AA18566548044B19,95.5,2012/12/10 05:00:00+00,,routine
31014757,0C5157D2-CADC-8E92-01BEB1637A2B053F,95.5,2012/12/12 05:00:00+00,,routine
