OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
31018889,4CB74918-3048-94EE-98A3874374B81EE3,98,2020/11/17 05:00:00+00,,routine
31018890,10059478-C540-1703-0F2CFAA3AD7FFDD8,99,2020/11/17 05:00:00+00,,routine
31018891,32D0ABA9-B28E-2393-C12A26A2C542B816,99,2020/11/17 05:00:00+00,,routine
31018892,499811,99,2020/11/17 05:00:00+00,,routine
31018893,B05B7B3B-F708-EA79-E8B28CB59039D270,99.5,2020/11/17 05:00:00+00,,routine
31018894,D8F7DFA4-D370-B3AB-1471451E5B02C779,99.5,2020/11/17 05:00:00+00,,routine
31018895,257F1D1F-232D-4C6E-B7D6-E4963109A078,95,2021/07/22 04:00:00+00,,routine
31018896,4255DAA9-B1D6-1884-1771437E8C4B9A77,95,2021/07/22 04:00:00+00,,routine
31018897,497294,96.5,2021/07/27 04:00:00+00,,routine
31018898,501018,96.5,2021/07/27 04:00:00+00,,routine
31018899,4C9BE68D-0A79-4BF6-6F639DD656B9098B,93.5,2020/11/18 05:00:00+00,,routine
31018900,89E2BF7E-5056-A20B-FAFF29C468694F09,97,2020/12/01 05:00:00+00,,routine
31018901,F65E4A39-88C6-107A-2FEBA9892CA03100,94,2020/12/10 05:00:00+00,,routine
31018902,17F1D385-BE09-6BD0-7A88C1624D7C3ABC,95,2020/12/10 05:00:00+00,,routine
31018903,935A33F2-5056-A20B-FA7BFE85D9D780B9,98,2020/12/10 05:00:00+00,,routine
31018904,DF7282C6-1422-201B-19047B248CD58440,98,2020/12/10 05:00:00+00,,routine
31018905,D8F47704-3048-9933-8000AFA898441C4E,94,2020/12/11 05:00:00+00,,routine
31018906,B266D9C7-9E82-E34C-2FE9CC313E3B649F,96,2020/12/11 05:00:00+00,,routine
31018907,7923FD06-5056-A20F-9E74AA5DF901C3A8,98,2020/12/11 05:00:00+00,,routine
31018908,B1481F66-CC98-F710-9A80460E87FB8FFA,98,2020/12/11 05:00:00+00,,routine
31018909,128D0F7E-5056-A20F-9E02EAFD485B7FB5,99,2020/12/11 05:00:00+00,,routine
31018910,4E533884-5056-A20B-FAE85D7848DA1A45,99,2020/12/11 05:00:00+00,,routine
31018911,BA87875B-9E36-876C-3636B58B353E51C5,96.5,2021/07/27 04:00:00+00,,routine
31018912,7E45D1CF-5056-A20B-FACEAD5B81E56F3B,97,2021/07/29 04:00:00+00,,routine
31018913,85DDEAB2-C05E-535B-A456A7ADFD0FE305,97,2021/07/29 04:00:00+00,,routine
31018914,683DD75A-D90B-06DE-AF0C2A94AE9606D3,97.5,2021/07/29 04:00:00+00,,routine
31018915,A5CBDC1E-9EE0-A019-53E545041FEE03B5,97.5,2021/07/29 04:00:00+00,,routine
31018916,496324,95,2020/11/18 05:00:00+00,,routine
31018917,F53C2D74-AD6B-5DC1-6D0C87B9E33C5133,96,2020/12/14 05:00:00+00,,routine
31018918,ACF87CE6-71A7-4470-BA43-C202A63C2625,94.5,2020/12/09 05:00:00+00,,routine
31018919,03F6DFA9-5056-A20B-FAC8071FACF91E83,95,2020/12/09 05:00:00+00,,routine
31018920,522369C5-0B21-32F8-19997B6DEE897B7A,95.5,2020/12/09 05:00:00+00,,routine
31018921,028FFDF5-5611-4B00-B5B9-2F539639779E,96,2020/12/09 05:00:00+00,,routine
31018922,FEFF8D16-0A7E-1A98-D06B98654E8F7A5A,96,2020/12/09 05:00:00+00,,routine
31018923,5152ABD1-DCF9-A163-A0B18906926C5B80,97,2020/12/09 05:00:00+00,,routine
31018924,495627,98.5,2020/12/09 05:00:00+00,,routine
31018925,C996A258-6FCE-437A-947F-768C2FE0A5A0,99,2020/12/09 05:00:00+00,,routine
31018926,718EC97E-2410-4ADF-B441-0EB40A5BC634,99.5,2020/12/09 05:00:00+00,,routine
31018927,624B4172-1422-201B-197EB98F3ED80136,96.5,2020/12/14 05:00:00+00,,routine
31018928,499542,97,2020/12/14 05:00:00+00,,routine
31018929,6238E332-5056-A20F-9E85E77BD4ECA7ED,97,2020/12/14 05:00:00+00,,routine
31018930,B569AAB5-A9D5-6C6B-06453F69F8640D50,97,2020/12/14 05:00:00+00,,routine
31018931,D688192A-A645-AC20-0753D28F7BBBB451,97,2020/12/14 05:00:00+00,,routine
31018932,2E714E27-F153-4CDD-BADC-F4316E2A76E2,97.5,2020/12/14 05:00:00+00,,routine
31018933,496898,97.5,2020/12/14 05:00:00+00,,routine
31018934,C4553E9B-5056-A20B-FA4FB9041A1AB192,98.5,2020/11/18 05:00:00+00,,routine
31018935,C210DA52-5056-A20B-FAEBC0201D2CB027,94,2020/11/19 05:00:00+00,,routine
31018936,14D317E1-5056-A20B-FA699FD5AF8669D0,95,2020/11/19 05:00:00+00,,routine
31018937,DE4CECB2-A59E-5221-23B489D75D9B485F,96,2020/11/19 05:00:00+00,,routine
31018938,92A5D80C-5056-A20F-9EBB99B39286316C,99,2020/11/19 05:00:00+00,,routine
31018939,52D95D01-5056-A20B-FAAAF1D051EAFD15,99.5,2020/11/19 05:00:00+00,,routine
31018940,76AE9770-5056-A20B-FA9402207B0246E1,92.5,2020/11/25 05:00:00+00,,routine
31018941,15B8F2B9-FCA5-BB94-0063A32E5138E3D1,96.5,2020/11/25 05:00:00+00,,routine
31018942,57F1579A-E488-3372-DD1CAA9AA684A4BD,97,2020/11/25 05:00:00+00,,routine
31018943,29ECF1B2-F1C1-72EC-5E1B9198F11B8DB3,98.5,2020/11/25 05:00:00+00,,routine
31018944,527215,98.5,2020/11/25 05:00:00+00,,routine
31018945,3819CBEB-81C0-4FAA-A006-49875E966901,97.5,2021/08/04 04:00:00+00,,routine
31018946,EEDD6E0C-5056-A20B-FAF767348EDDA88F,99,2020/11/18 05:00:00+00,,routine
31018947,B2F31413-1401-E73C-1F8213491928EDCA,99,2020/11/25 05:00:00+00,,routine
31018948,0CFF3A26-5056-A20F-9ED9CBB9ECED0A73,94,2020/12/07 05:00:00+00,,routine
31018949,DEF80C17-D7B6-8283-BA9D5F676CE1CFC1,91.5,2020/12/04 05:00:00+00,,routine
31018950,EF723E5A-F3D8-73A1-99D5743A9BEE0842,91,2020/12/04 05:00:00+00,,routine
31018951,85706AC6-5056-A20B-FA6E0CCCB34E4976,94,2020/12/04 05:00:00+00,,routine
31018952,ADEB93B7-5056-A20B-FAFB90E938D90CED,94.5,2020/12/04 05:00:00+00,,routine
31018953,E1FE0C91-D499-86BA-B2E6F281EBC1A18D,95.5,2020/12/04 05:00:00+00,,routine
31018954,4DE3835B-5056-A20B-FA2F7A0D3E243E50,97.5,2020/12/04 05:00:00+00,,routine
31018955,500579,97.5,2020/12/04 05:00:00+00,,routine
31018956,B00D114C-6865-106A-9E2F97727CE9B9FE,98,2020/12/04 05:00:00+00,,routine
31018957,6B8EC9B6-5056-A20B-FAFCD6C2A7AA35C7,97,2020/12/07 05:00:00+00,,routine
31018958,6F9D4574-E5C6-8932-88E5CCC6D5FC1BDD,97,2020/12/07 05:00:00+00,,routine
31018959,9EB5799B-5056-A20B-FA184ACDE6225AFF,97,2020/12/07 05:00:00+00,,routine
31018960,6FCA8B0D-14A6-E3C8-50B2146E4DCDAA96,99.5,2020/12/07 05:00:00+00,,routine
31018961,E4037A2D-92D2-4E07-B547-8184CBB856CF,99.5,2020/11/18 05:00:00+00,,routine
31018962,499527,95.5,2020/11/20 05:00:00+00,,routine
31018963,9182EE0D-DB8E-CC98-2DD1D2FEC0EA5EEE,95.5,2020/11/20 05:00:00+00,,routine
31018964,20C92572-EE38-69EF-5D9980D4DD49FF33,97,2020/11/20 05:00:00+00,,routine
31018965,CEB0873D-F845-7D5A-B87CDA236784719E,97,2020/11/20 05:00:00+00,,routine
31018966,498682,97.5,2020/11/20 05:00:00+00,,routine
31018967,F979AAF9-0902-8737-B177E6673AA6731D,99,2020/12/04 05:00:00+00,,routine
31018968,B9746B4F-D8B9-4B59-8638-240650C0AB1C,100,2020/11/23 05:00:00+00,,routine
31018969,173E3FC1-6806-1515-303E1059629678D2,93.5,2020/11/23 05:00:00+00,,routine
31018970,AA65B34C-3A71-4D6C-AF53-C56B4B8C7172,95.5,2020/11/23 05:00:00+00,,routine
31018971,501801,97,2020/11/23 05:00:00+00,,routine
31018972,496200,98,2020/11/23 05:00:00+00,,routine
31018973,7A22E62E-DF2F-0B92-FF87E19A9FA02FA9,98.5,2020/11/23 05:00:00+00,,routine
31018974,500348,99,2020/11/23 05:00:00+00,,routine
31018975,9C0C9A30-0D50-0602-DBDC1E64F81C474D,99,2020/11/23 05:00:00+00,,routine
31018976,D3F0A4AA-5056-A20B-FACE2499B85E2F67,99,2020/11/23 05:00:00+00,,routine
31018977,3A764BE4-CA94-C113-C8BF7AE564E980D6,95,2020/12/08 05:00:00+00,,routine
31018978,F78906CA-5056-A20B-FA934F880A5BC1F0,95,2020/12/08 05:00:00+00,,routine
31018979,0F58367E-5056-A20F-9E46BBD2D09C1B2E,97,2021/08/06 04:00:00+00,,routine
31018980,35A8E093-AAAD-E539-8270BE7AE4F131A1,97,2021/08/06 04:00:00+00,,routine
31018981,500848,93,2020/11/24 05:00:00+00,,routine
31018982,504232,96.5,2020/11/24 05:00:00+00,,routine
31018983,494791,98,2020/11/24 05:00:00+00,,routine
31018984,497184,98.5,2020/11/24 05:00:00+00,,routine
31018985,4ACD4512-0292-1387-DFD36C0740181695,99,2020/11/24 05:00:00+00,,routine
31018986,501850,99,2020/11/24 05:00:00+00,,routine
31018987,5081EFD3-D713-42DB-F1166425DEDF9D97,98,2020/12/08 05:00:00+00,,routine
31018988,5A2984DF-5056-A20F-9EACB515F5237D7A,96,2020/12/07 05:00:00+00,,routine
31018989,E2CF5DE1-B49E-4F25-73DCB7857C77A84A,96.5,2020/12/07 05:00:00+00,,routine
31018990,B506498E-A59C-417B-8ADD-0511D814B753,97.5,2020/12/07 05:00:00+00,,routine
31018991,241FCC70-B865-0DF4-75D9607CED905591,98.5,2020/12/07 05:00:00+00,,routine
31018992,495584,98.5,2020/12/07 05:00:00+00,,routine
31018993,B299DB38-5056-A20B-FA3829604E9F3D83,97,2021/08/06 04:00:00+00,,routine
31018994,CC53271A-07F5-3B48-ADE1E62CBB5C325A,97,2021/08/06 04:00:00+00,,routine
31018995,500257,96.5,2021/08/10 04:00:00+00,,routine
31018996,05FC4828-D045-412A-668B9DA54E40F115,93.5,2021/08/09 04:00:00+00,,routine
31018997,FD649227-589A-4F8F-9EF9-8F684BCA61D0,96.5,2021/08/10 04:00:00+00,,routine
31018998,15D4C0B7-145E-7DF4-5F486B96327A8120,95,2016/03/17 04:00:00+00,,routine
31018999,495296,95,2016/03/17 04:00:00+00,,routine
31019000,AA569673-3048-9838-FC0E03F0F7C0E458,95,2016/03/17 04:00:00+00,,routine
31019001,142BDAD2-5056-A20B-FA13F925919C6685,95.5,2016/03/17 04:00:00+00,,routine
31019002,500537,96.5,2016/03/17 04:00:00+00,,routine
31019003,519497,97,2016/03/17 04:00:00+00,,routine
31019004,CC53271A-07F5-3B48-ADE1E62CBB5C325A,97,2016/03/17 04:00:00+00,,routine
31019005,498838,97,2016/03/17 04:00:00+00,,routine
31019006,501649,97,2016/03/17 04:00:00+00,,routine
31019007,3B54D916-5056-A20B-FA26D0E547AFBDE4,97.5,2016/03/17 04:00:00+00,,routine
31019008,498965,97.5,2016/03/17 04:00:00+00,,routine
31019009,7D79F132-1422-201B-1964D2795310E9EF,98,2016/03/17 04:00:00+00,,routine
31019010,3C743624-1422-201B-192538C930AB2ACC,98.5,2016/03/17 04:00:00+00,,routine
31019011,527174,,2016/03/18 04:00:00+00,,routine
31019012,527174,93,2016/03/18 04:00:00+00,,routine
31019013,AC8FEA9E-3048-98E5-1A6FD2733A02025F,93,2016/03/18 04:00:00+00,,routine
31019014,CF39ECCF-5056-A20B-FA124E8B628715FD,95,2016/03/18 04:00:00+00,,routine
31019015,7AB18105-0B3E-BE80-A8D22BA70F3A8FFB,96,2016/03/18 04:00:00+00,,routine
31019016,527360,97,2016/03/18 04:00:00+00,,routine
31019017,991135B6-BAF0-896A-D3880A3294D16B62,88.5,2016/03/28 04:00:00+00,,routine
31019018,A189DAFF-1569-1909-365419F09D361ECF,90,2016/03/28 04:00:00+00,,routine
31019019,B2F62BE9-A016-A862-E05B7E3CF276BB86,91,2016/03/28 04:00:00+00,,routine
31019020,92036E1F-1422-201B-19326C79FCD7E517,91.5,2016/03/28 04:00:00+00,,routine
31019021,DEF00929-1422-201B-19D3206B4888482D,91,2016/03/28 04:00:00+00,,routine
31019022,5133DCF2-04B5-55F3-98CF917D6654B8CA,93.5,2016/03/28 04:00:00+00,,routine
31019023,E1FE0C91-D499-86BA-B2E6F281EBC1A18D,94,2016/03/28 04:00:00+00,,routine
31019024,A612BE95-D938-A184-A73DE81B21E37721,97.5,2016/03/18 04:00:00+00,,routine
31019025,501246,99,2016/03/18 04:00:00+00,,routine
31019026,A5CBDC1E-9EE0-A019-53E545041FEE03B5,99.5,2016/03/18 04:00:00+00,,routine
31019027,AB2ED062-3048-98E5-1A6F76DC24C537F8,99,2016/03/18 04:00:00+00,,routine
31019028,1E61AB0D-C937-0077-106529422FECB55A,93,2016/03/21 04:00:00+00,,followup
31019029,503749,92.5,2016/03/21 04:00:00+00,,routine
31019030,498237,94,2016/03/21 04:00:00+00,,routine
31019031,495567,94,2016/03/21 04:00:00+00,,routine
31019032,290554E0-B630-6871-C02A6A17CD975074,93.5,2016/03/21 04:00:00+00,,routine
31019033,1497513B-5056-A20B-FA737E1C0873D079,94.5,2016/03/21 04:00:00+00,,routine
31019034,527613,94.5,2016/03/21 04:00:00+00,,routine
31019035,499507,95,2016/03/21 04:00:00+00,,routine
31019036,CF08CAED-5056-A20B-FAA99FA91B12FDF2,96,2016/03/21 04:00:00+00,,routine
31019037,1FF76FA8-B993-7D5B-BD058ADE1A6CAD77,96,2016/03/21 04:00:00+00,,routine
31019038,6E9A838D-3048-94EE-987F85BF17E4234C,96,2016/03/21 04:00:00+00,,routine
31019039,5A2B9A2C-107A-11EB-317A904C2F2181A5,96,2016/03/21 04:00:00+00,,routine
31019040,B68449A2-3048-983B-26826A25AA77817D,96,2016/03/21 04:00:00+00,,routine
31019041,496632,96.5,2016/03/21 04:00:00+00,,routine
31019042,D1BBB3A6-DC06-FE96-E0F098632A079ACA,96.5,2016/03/21 04:00:00+00,,routine
31019043,1D473064-5056-A20B-FA4E08D286FE0EBB,97,2016/03/21 04:00:00+00,,routine
31019044,A28F0F9B-CB36-151B-18B0995A346DE37C,97,2016/03/21 04:00:00+00,,routine
31019045,35800B1E-5056-A20B-FA314540E0E9ACB0,97,2016/03/21 04:00:00+00,,routine
31019046,496909,97,2016/03/21 04:00:00+00,,routine
31019047,4CB74918-3048-94EE-98A3874374B81EE3,97.5,2016/03/21 04:00:00+00,,routine
31019048,495840,97.5,2016/03/21 04:00:00+00,,routine
31019049,01CD8DA3-5056-A20B-FA3443A0195B59FD,98,2016/03/21 04:00:00+00,,routine
31019050,FF4A823A-CC81-93B2-32C4582ACE038056,90,2016/03/22 04:00:00+00,,routine
31019051,ABC1C603-03A3-7592-9007150E0F696D7C,93.5,2016/03/22 04:00:00+00,,routine
31019052,13DE1BDC-66EE-19C3-A0AC911834FBE245,94.5,2016/03/22 04:00:00+00,,routine
31019053,0D781320-0196-91B6-45AA697DB1F4C78C,95.5,2016/03/22 04:00:00+00,,routine
31019054,499739,95.5,2016/03/22 04:00:00+00,,routine
31019055,4FF17E09-AA78-1F82-38B3C40F27E4152E,96,2016/03/22 04:00:00+00,,routine
31019056,499931,96.5,2016/03/22 04:00:00+00,,routine
31019057,04F99854-009D-5139-7286AC66B1ED4DAF,96.5,2016/03/22 04:00:00+00,,routine
31019058,4B6701EF-9BE7-5832-E35BE2770D734BDA,97,2016/03/22 04:00:00+00,,routine
31019059,126B09EF-76C5-14C1-0924154CCC9CC60A,97,2016/03/22 04:00:00+00,,routine
31019060,4AA94B86-5056-A20B-FA00E10A11D916F7,97,2016/03/22 04:00:00+00,,routine
31019061,500950,97,2016/03/22 04:00:00+00,,routine
31019062,C267E419-5056-A20B-FA219A23A2CBCE3C,97.5,2016/03/22 04:00:00+00,,routine
31019063,62E6157E-AF22-B7BF-ED7296FB97F0440B,98.5,2016/03/22 04:00:00+00,,routine
31019064,B1047AFF-FB61-6496-58ED9EE2D990A49E,98,2016/03/22 04:00:00+00,,routine
31019065,6063FF59-5056-A20B-FA9F5C4CD2B364C1,98,2016/03/22 04:00:00+00,,routine
31019066,06051288-0BE6-6884-8493B3CB6CA929B8,91,2016/03/24 04:00:00+00,,routine
31019067,0A34A22A-1422-201B-19C3CA251CE423A7,83.5,2016/03/24 04:00:00+00,,routine
31019068,504119,92.5,2016/03/24 04:00:00+00,,routine
31019069,497853,94.5,2016/03/24 04:00:00+00,,routine
31019070,81D000F3-FA8F-738D-0E8733E63249AA2D,95.5,2016/03/24 04:00:00+00,,routine
31019071,6DB43FC2-D325-A8CA-C1C0526A6B6E3294,96,2016/03/24 04:00:00+00,,routine
31019072,6EB6B3E6-3048-94EE-98E974FAEFE0D748,94,2016/03/23 04:00:00+00,,routine
31019073,CE9D7EC4-11C7-153B-1A8BA6ABC0E5AF53,95.5,2016/03/23 04:00:00+00,,routine
31019074,BA7F73B3-B030-5916-C4387364BCCF721F,95.5,2016/03/23 04:00:00+00,,routine
31019075,D080182E-15BB-F12B-4B7082A75E5CD6CE,97,2016/03/23 04:00:00+00,,routine
31019076,D9399F38-3048-9933-80CD0CAC895782D5,98,2016/03/23 04:00:00+00,,routine
31019077,4E06C818-3048-98E5-1A9F70BF49E2720A,98,2016/02/11 05:00:00+00,,routine
31019078,20917B2D-5056-A20B-FAFBA9F8A93553C5,98,2016/03/23 04:00:00+00,,routine
31019079,B710C163-C358-8BDF-BDBAE165451472E4,95.5,2016/03/28 04:00:00+00,,routine
31019080,669C7B54-5056-A20B-FABF88ED30317CF5,95.5,2016/03/28 04:00:00+00,,routine
31019081,4A07282B-5056-A20B-FAC40CFC4FC61087,96.5,2016/03/28 04:00:00+00,,routine
31019082,7E09892F-D94F-4A13-86215360297FBD6A,97,2016/03/28 04:00:00+00,,routine
31019083,74939767-BFE5-9A69-65212AC337C76878,97,2016/03/28 04:00:00+00,,routine
31019084,0191C04D-5056-A20B-FA179DF377F55536,97,2016/03/28 04:00:00+00,,routine
31019085,A7B2C5DD-1433-D13B-C483F0B0390B80E1,98,2016/03/28 04:00:00+00,,routine
31019086,C40000F6-AB8F-F73B-3A9397C2B1710586,98,2016/03/28 04:00:00+00,,routine
31019087,6A86228C-E097-4D52-28CA2B56BFB4E5DA,99.5,2016/03/28 04:00:00+00,,routine
31019088,F8F2286C-81C7-8C7F-4B42E73BA944C35E,92.5,2016/03/28 04:00:00+00,,routine
31019089,B1BCAD9F-1422-201B-1989A09AA111363B,93,2016/03/28 04:00:00+00,,routine
31019090,20039F25-FC18-F765-177597B63F0389FC,96.5,2016/03/28 04:00:00+00,,routine
31019091,496615,97,2016/03/28 04:00:00+00,,routine
31019092,497477,96,2016/03/28 04:00:00+00,,routine
31019093,1DE6FB9E-3048-983B-267D9BECA1ED6162,95.5,2016/03/24 04:00:00+00,,routine
31019094,497125,97,2016/03/24 04:00:00+00,,routine
31019095,494791,96.5,2016/03/24 04:00:00+00,,routine
31019096,2378542C-A508-6420-C5FE0D6C0DC96B02,98,2016/03/24 04:00:00+00,,routine
31019097,501896,98,2016/03/24 04:00:00+00,,routine
31019098,59A1F717-F66F-4C98-15299D2C5E1C7D2B,97,2016/03/24 04:00:00+00,,routine
31019099,669576D6-C484-11E8-9B35129AFF9A8FCD,98.5,2016/03/24 04:00:00+00,,routine
31019100,AE3E8EF4-EA84-FABE-73AC41F56E1B6B64,98.5,2016/03/24 04:00:00+00,,routine
31019101,7AD20380-3048-9838-FCA8C5E1B7DA8B1F,97.5,2016/03/24 04:00:00+00,,routine
31019102,D6669206-E410-4008-A34770DE2E96FAC1,98.5,2016/03/24 04:00:00+00,,routine
31019103,173E3FC1-6806-1515-303E1059629678D2,94.5,2016/03/24 04:00:00+00,,routine
31019104,15B8F2B9-FCA5-BB94-0063A32E5138E3D1,95.5,2016/03/24 04:00:00+00,,routine
31019105,4E8BC2B5-DBA4-E769-A10C72259BBDA23B,96,2016/03/24 04:00:00+00,,routine
31019106,61047990-004C-80CC-A839672FA5AD75F1,98,2016/03/24 04:00:00+00,,routine
31019107,7578B461-5056-A20B-FA3C52E8B73D87AB,97.5,2016/03/24 04:00:00+00,,routine
31019108,5697F330-6569-E518-A645E9D259884E2D,97.5,2016/03/28 04:00:00+00,,routine
31019109,89FAA9F8-D3D0-4FF8-EC8F29193DAFE4A0,99,2016/03/28 04:00:00+00,,routine
31019110,498771,90.5,2016/03/29 04:00:00+00,,routine
31019111,501642,86.5,2016/03/29 04:00:00+00,,routine
31019112,261A813F-A0A4-B309-0BCE096E32E31B9F,93,2016/03/29 04:00:00+00,,routine
31019113,AA8A658B-3048-9838-FCA5A930A8E82BA2,93,2016/03/29 04:00:00+00,,routine
31019114,494996,91.5,2016/03/29 04:00:00+00,,routine
31019115,498946,93.5,2016/03/29 04:00:00+00,,routine
31019116,501439,94.5,2016/03/29 04:00:00+00,,routine
31019117,D5F428C0-5056-A20B-FA7F1D11A3B9EFC0,95,2016/03/29 04:00:00+00,,routine
31019118,7D477D2E-1422-201B-19C903267A7DE8D6,95,2016/03/29 04:00:00+00,,followup
31019119,527106,95,2016/03/29 04:00:00+00,,routine
31019120,6A9B16AA-15C4-1968-BC5214B97C6839BB,96,2016/03/29 04:00:00+00,,routine
31019121,13B29D63-E9F4-14C3-64C4A456644C7EFB,96.5,2016/03/29 04:00:00+00,,routine
31019122,498129,96.5,2016/03/29 04:00:00+00,,routine
31019123,496455,96.5,2016/03/29 04:00:00+00,,routine
31019124,502022,95,2016/03/26 04:00:00+00,,routine
31019125,499855,98.5,2016/03/26 04:00:00+00,,routine
31019126,9B42E620-E415-F0F9-DC121151557DC3AD,92,2016/03/31 04:00:00+00,,routine
31019127,2AC41A9A-5056-A20B-FA4CFD8C5BFCD2CC,90,2016/03/31 04:00:00+00,,routine
31019128,908FFC42-5056-A20B-FA895D9B57ABED82,95.5,2016/03/31 04:00:00+00,,routine
31019129,539BAC66-AADA-7DBA-2CBA814411ABF648,95.5,2016/03/31 04:00:00+00,,routine
31019130,11C40812-1060-9D6F-AE04129347F2A7D2,95,2016/03/31 04:00:00+00,,routine
31019131,896AA596-9419-D59C-8F30BA8CB07FA9C0,95,2016/03/31 04:00:00+00,,routine
31019132,496653,94.5,2016/03/31 04:00:00+00,,routine
31019133,693EC234-8C06-B26F-3BE1149B0B8EFC97,94,2016/03/31 04:00:00+00,,routine
31019134,FC8CF4C5-A7CA-934B-1E101135DAD3ABD4,96,2016/03/31 04:00:00+00,,routine
31019135,91BB6ED3-FC60-787A-413B044A1CA4F713,97,2016/03/31 04:00:00+00,,routine
31019136,8AB9D76B-07F9-71EE-1437B87A7A68029B,96,2016/03/31 04:00:00+00,,routine
31019137,496841,97.5,2016/03/31 04:00:00+00,,routine
31019138,47515FB8-5056-A20B-FADEB5C036316CE3,98,2016/03/31 04:00:00+00,,routine
31019139,495069,98,2016/03/31 04:00:00+00,,routine
31019140,D3164269-AD6A-B4F9-0E269F870E401D12,99.5,2016/03/31 04:00:00+00,,routine
31019141,5B68390E-FBB0-E44D-EE18BE1AD6AFAC38,98,2016/03/31 04:00:00+00,,routine
31019142,CA9B1C48-E29B-EEC9-691F5D387DF195E1,98,2016/03/31 04:00:00+00,,routine
31019143,9DBDDA2D-5056-A20B-FAF6D20BA0C99AD7,94,2016/03/31 04:00:00+00,,routine
31019144,140C04E7-5056-A20B-FAACA5F5F308ED26,99,2016/03/31 04:00:00+00,,routine
31019145,45067401-D5A3-7CF2-E359153BE218CEF9,98,2016/03/31 04:00:00+00,,routine
31019146,494830,97.5,2016/03/31 04:00:00+00,,routine
31019147,497764,98,2016/03/31 04:00:00+00,,routine
31019148,C087A449-9471-FC6F-1F0CAA70C6139616,97.5,2016/03/31 04:00:00+00,,routine
31019149,17A5DDB7-3048-9838-606F8EAF41749C7B,86,2016/04/07 04:00:00+00,,routine
31019150,F0EC808E-5056-A20B-FADAAC1D57112724,90,2016/04/07 04:00:00+00,,routine
31019151,991135B6-BAF0-896A-D3880A3294D16B62,90,2016/04/07 04:00:00+00,,followup
31019152,83F69080-5056-A20B-FA47E8EA52725A68,93.5,2016/04/07 04:00:00+00,,routine
31019153,CCDF0DE7-05FD-F1BE-5A228A476EFADFEE,95,2016/04/07 04:00:00+00,,routine
31019154,A929ED30-083A-A126-EBACEC0A31D87980,97,2016/03/29 04:00:00+00,,routine
31019155,DE85E2A9-1422-201B-19B840FA7FCC8C11,97,2016/03/29 04:00:00+00,,routine
31019156,497525,97,2016/03/29 04:00:00+00,,routine
31019157,B266D9C7-9E82-E34C-2FE9CC313E3B649F,97,2016/03/29 04:00:00+00,,routine
31019158,E89987A2-3048-9933-80AC5C0154FD2C69,97.5,2016/03/29 04:00:00+00,,routine
31019159,11CD9A77-E76D-8CE2-8AA8A9257DE58C0A,98,2016/03/29 04:00:00+00,,routine
31019160,AE489067-0030-DBAF-E931C9B5080750D5,98,2016/03/29 04:00:00+00,,routine
31019161,501122,98.5,2016/03/29 04:00:00+00,,routine
31019162,DCFF199C-E17E-CA06-1E23AFCD541CB86B,98.5,2016/03/29 04:00:00+00,,routine
31019163,2732AB1C-AE1C-F346-F19C0D9FD4B78B52,95.5,2016/03/30 04:00:00+00,,routine
31019164,498694,95,2016/03/30 04:00:00+00,,routine
31019165,D3F0A4AA-5056-A20B-FACE2499B85E2F67,96,2016/03/30 04:00:00+00,,routine
31019166,DCC0E4CE-0469-5FBE-6AEF574D5B2993D3,96,2016/03/30 04:00:00+00,,routine
31019167,6A57F4B1-9826-D4F6-03FA6E6A145CB44F,96,2016/03/30 04:00:00+00,,routine
31019168,4899642D-5056-A20B-FA11F3058E5047FF,96,2016/03/30 04:00:00+00,,routine
31019169,149EF004-DBC1-A1D4-C9EDABAABF1D0E73,97.5,2016/03/30 04:00:00+00,,routine
31019170,445C0D6A-5056-A20B-FA70CFC663887776,97,2016/03/30 04:00:00+00,,routine
31019171,496655,97,2016/03/30 04:00:00+00,,routine
31019172,496251,97.5,2016/03/30 04:00:00+00,,routine
31019173,D02493D0-5056-A20B-FA8CFA08B8B4FD87,97.5,2016/03/30 04:00:00+00,,routine
31019174,7A22E62E-DF2F-0B92-FF87E19A9FA02FA9,97,2016/03/30 04:00:00+00,,routine
31019175,FE20CCFA-5056-A20B-FAB99CA5A40EBD85,98.5,2016/03/30 04:00:00+00,,routine
31019176,501868,99,2016/03/30 04:00:00+00,,routine
31019177,2F23EFBE-5056-A20B-FAEEBF1A2A921259,98.5,2016/03/30 04:00:00+00,,routine
31019178,673739E1-BC54-993F-2DC736646520477D,98.5,2016/03/30 04:00:00+00,,routine
31019179,5580C291-FFAC-A5C2-D8A5FA548AF00FF2,93.5,2016/03/30 04:00:00+00,,routine
31019180,3BB6CC45-A042-719B-DBF4066B73CEC243,97.5,2016/03/30 04:00:00+00,,routine
31019181,8E94A9C9-C0AA-4EC2-2869EE8D6402F563,96,2016/03/30 04:00:00+00,,routine
31019182,A8AF5F19-B90D-0374-C2BE6E031B2A5127,96.5,2016/03/30 04:00:00+00,,routine
31019183,496775,97,2016/03/16 04:00:00+00,,routine
31019184,500275,96.5,2016/03/30 04:00:00+00,,routine
31019185,500483,97,2016/03/30 04:00:00+00,,routine
31019186,500849,99.5,2016/03/30 04:00:00+00,,routine
31019187,AD8A0054-A2BF-488C-46C8A63BEE780E44,94.5,2016/03/30 04:00:00+00,,routine
31019188,501264,95,2016/03/30 04:00:00+00,,routine
